customer_id,product_id,pure_names,price,quantity,cleaned_body,tags,true_vendor,product_type,status,created_at,updated_at,published_at
8381209313556,,Potato red seed,95.00,1500,,,,,,,,
7401261334804,9658021576980,Sona Urea - 50KG,4450.00,1,"Urea is a concentrated straight nitrogenous fertilizer that contains 46% nitrogen, which is a major plant nutrient. Nitrogen is a vital component of chlorophyll which is necessary for the photosynthesis process. It is applied to promote vegetative growth of crops and orchards in splits (basal &amp; top-dressing). In irrigated crops, Mostly, Urea is applied on the standing crop followed by irrigation to minimize its losses. In rain fed areas, it is often spread just before rain to minimize losses through volatilization process. “Sona Urea” produced by FFC is in prilled form and at FFBL in Granular form. Granular Urea has the advantage of ease of application on standing crops because of large size granules. Its efficiency is relatively better in high water demanding crops like rice.","{""Buner"",""Sargodha"",""Sarsabz Urea"",""Swabi"",""Urea""}",FFC,Fertilizers,ACTIVE,2024-11-13 09:53:33,2025-07-30 13:00:21,2024-11-13 09:53:33
8702451876116,9741529448724,Plant Climbing Net,800.00,1,"Easy DIY plant holder for climbing plants like ivy, roses, and more 5*15ft size perfect for small to medium-sized gardens and balconies. Durable net material provides sturdy support for your plants. Versatile design can be used for both indoor and outdoor gardening. Ideal for creating a beautiful and lush garden space Garden Plant Climbing Net, DIY Plant Holder, Garden Planting Supplies, Garden Flower Plants Supplies, Garden Balcony Gardening Planting Supplies, Planters &amp; Container Accessories (152.4X457.2cm——167.0x500.0cm)","{""Gardening Tools"",""Nationwide"",""Plant Climbing Net 2""}",BaKhabar Kissan,Gardening,ACTIVE,2025-02-02 16:05:06,2025-07-31 03:32:54,2025-02-02 16:05:06
9053293904148,9831539245332,Okra - Bhindi F1 Hybrid Seeds,140.00,1,"Indulge in the finest Okra - Bhindi F1 Hybrid Seeds, perfect for kitchen gardening in Pakistan. These premium quality seeds offer a delectable addition to your homegrown produce, ensuring a touch of sophistication and exclusivity in every bite. Elevate your gardening experience with these luxurious and versatile seeds. Product Details:  Imported High Quality Hybrid Seeds.  Quantity: 50+ Seeds in One Pack.  90% Germination Rate.  Best for Home Kitchen Gardening.  Important Note:  Use Coco-Peat, Potting Mix or Peat Moss for Seeds Germination.  Use NPK 20.20.20 after 30 days of germination. ","{""Bhindi F1 Kitchen Gardening"",""Gardening Tools"",""Nationwide""}",BaKhabar Kissan,Seeds,ACTIVE,2025-04-18 10:37:44,2025-07-30 00:51:10,2025-04-18 10:38:05
9056105267476,9830649594132,4pcs Self-Watering Planters - Plastic Bamboo - Multi colored,2800.00,2,"Color: Multicolored Quantity: 4pcs planters without plants    Modern Self-Watering Plastic Bamboo Flower Pots - Oval Shape, Indoor &amp; Outdoor Use, Easy-to-Use Desktop Planters with Multiple Components for for Indoor and Outdoor Greenery, Succulents, Cacti, and Flowers, Modern Home Decor  Shape: Round/Oval Material: Plastic Style: Modern Special Features: Self-watering Mounting Type: Tabletop Indoor Outdoor Usage: Indoor And Outdoor","{""Gardening Tools"",""Nationwide""}",BaKhabar Kissan,Gardening,ACTIVE,2025-04-17 06:52:18,2025-07-30 07:30:05,2025-04-17 06:59:14
8932893098260,9737479586068,Garden Gloves with Claws,1850.00,1,"   Ambidextrous Polyurethane Garden Gloves with Claws, Tear Resistant, Alcohol-Free, for Easy Digging &amp; Planting, Yard Work Safe Gloves for Men &amp; Women      ","{""Gardening Tools"",""Nationwide""}",BaKhabar Kissan,Gardening,ACTIVE,2025-01-29 10:33:49,2025-07-30 03:58:35,2025-01-29 10:33:49
8652440174868,9739591385364,Brass Spray Nozzle with Adjustable Valve,1000.00,1,"High-Pressure Brass Spray Nozzle With Adjustable Valve, Gardening Watering Tool, Straight Plug Connector, Durable Lawn Plant Watering System.  Versatile Watering Tool: This Water Spray Straight Plug Connector is perfect for car washing, watering flowers, and even cleaning your patio furniture.  Easy to Use: The adjustable control valve switch allows you to easily control the water flow and pressure, making it simple to use for anyone.  Efficient Watering: The Watering Sprinkler Nozzle ensures that your plants and lawn receive the right amount of water, making it a great addition to your gardening supplies.    Durable and Long-lasting: Made with high-quality materials, this water system is built to last and withstand frequent use.  Convenient Design: The Straight Plug Connector makes it easy to connect to your hose, while the Water Grab allows you to easily hold and control the water flow.  ","{""Gardening Tools"",""Nationwide""}",BaKhabar Kissan,Gardening,ACTIVE,2025-01-31 10:27:10,2025-07-30 13:48:50,2025-01-31 10:27:10
9079073702164,9774128431380,4pcs Self-Watering Planters Plastic Round- Multi colored,2600.00,1,"Color: Multicolored Quantity: 4pcs Planters without plants    Self-Watering Pots, Contemporary Round Plastic Flower Containers, Easy Care, Space-Saving, with Multiple Components for Indoor and Outdoor Greenery, Succulents, Cacti, and Flowers, Modern Home Decor  Shape: Round Material: Plastic Style: Modern Special Features: Self-watering Mounting Type: Tabletop Indoor Outdoor Usage: Indoor And Outdoor","{""Gardening Tools"",""Nationwide""}",BaKhabar Kissan,Gardening,ACTIVE,2025-02-26 10:00:42,2025-07-23 10:40:11,2025-02-26 10:07:10
9043459703060,,V Transform - 21% Zinc 3 KG,3137.00,6,,,,,,,,
8495143420180,9862289326356,Super Raya,1400.00,10,Super Raya is a mustard seed variety ideal for high oil yield and adaptability to diverse soil types.  Benefits    High oil content and seed yield   Tolerant to frost and drought   Strong disease resistance   Usage    Direct sow in well-prepared soil   Use recommended fertilizer dose   Ensure timely irrigation at flowering stage ,"{""KATS inv""}",SunCrop,,DRAFT,2025-05-22 10:50:03,2025-06-04 22:02:17,
9206805954836,9838802010388,Plant Support Plastic Tie - 100 pcs,1050.00,1,"Elevate your gardening game with our Plant Support Plastic Tie - 100pcs. Made of UV-protected plastic, these heavy-duty cable ties securely support your plants while adding a touch of elegance to your garden. No more worrying about unruly plants. Simplify garden care and organization with this must-have tool. 100pcs Durable Plastic Plant Support Tie - Easy Snap-On, Reusable Garden Trellis Ties for Vegetable, Tomato, and Vine Growth - Sturdy and Weather-Resistant Training Assistance Tools","{""Gardening Tools"",""Nationwide""}",BaKhabar Kissan,Gardening,ACTIVE,2025-04-29 17:39:31,2025-07-31 09:48:57,2025-04-29 17:43:24
8634836943124,8780912886036,Sarsabz Urea - 50KG,8812.00,16,"Sarsabz Urea releases nitrogen into soil which is thereafter taken up in by the plants. Once applied to the soil onion crops, Sarsabz Urea undergoes vital transformations and breaks up into ammonium form and this total process is dependent on soil moisture. As soon as Sarsabz Urea dissolves in the soil, it forms around it a zoning layer of high pH and ammonia concentration turning the soil to be acidic and toxic at the same level. Sarsabz Urea is available as prills that are crystalline white and highly resistant to moisture and thus facilitate long time storage.  Sarsabz Urea has the highest nitrogen content, equal to 46 percent. This percentage is much higher than other nitrogenous fertilizers available in the market. The nutrient composition rendered by urea enhances the productivity of the soil and enriches its nutrient constituency. Providing each plant with relevant element needed, urea sustains plant life. Sarsabz Urea can be applied in various forms, it can be spread in bulk alone or can also be mixed with other fertilizers before application. When urea is applied on acidic soils of lower pH i.e below 7.0, it should be incorporated into the soil as soon as possible. Sarsabz Urea is high moisture absorbent therefore it should be stored in sealed and well enclosed bags .  Crops: Garlic ,Wheat, Rice, Maize,Cotton, Sugarcane, Potato, Citrus, Mango, Mango(Desahri), Mango(Sindhri), Mango-Chaunsa, Mango-Dussehri, Mango-Langra, Mung Bean, Chilli, Garlic, Onion, Okra, Ginger, Tomato, Spring Onion, Cucumber, Mung bean, Mash, Masoor, Chickpea, Brinjal , Sesame, Sunflower, Tobacco, Mustard, Guava, Musk Melon, Water Melon, Orange -Pineapple, Orange -Mosambi, Orange -Salustiana, Orange -Shakri, Orange, Orange -Marsh Early","{""Buner"",""Chiniot"",""Sargodha"",""Sarsabz Urea"",""Swabi"",""Urea""}",Fatima Fertilizers,Fertilizers,ACTIVE,2023-10-17 10:27:40,2025-07-31 06:13:50,2023-10-17 10:27:40
9342978064660,,Sarsabz CAN,4162.00,8,,,,,,,,
9237670756628,9872788652308,Slow Release Nutrient Sticks - 18 nutrient sticks,1260.00,2,"Scientifically formulated nutrient release sticks that deliver essential elements directly to plant root zones. These lightweight, durable sticks promote robust root development and overall plant health through controlled nutrient distribution. Ideal for both indoor and outdoor applications, they provide sustained nourishment for up to three months, eliminating the need for frequent fertilization. Perfect for serious gardeners seeking optimal plant performance with minimal maintenance.","{""Gardening Tools"",""Nationwide""}",BaKhabar Kissan,Gardening,ACTIVE,2025-05-29 07:35:51,2025-07-31 11:28:11,2025-05-29 07:40:59
8653201277204,8841106489620,DAP (SONA) FFC,12300.00,4,"Sona DAP, also known as Fauji Fertilizer FFC DAP, is a type of fertilizer with 50kg bags containing 18% nitrogen and 46% phosphorus, commonly referred to as di-ammonium phosphate (DAP). In the context of agriculture, DAP is a water-soluble ammonium phosphate derived from the reaction of ammonia and phosphoric acid. It is a highly concentrated phosphatic fertilizer, with 46% P2O5 and 18% nitrogen (N). It is recommended for all crops as a foundational fertilizer to be applied during sowing. This application promotes robust root development and energizes plant processes. DAP boasts excellent solubility, exceeding 90%, making it one of the most soluble phosphatic fertilizers available. This high solubility enables it to be applied through fertigation after planting. Additionally, due to its nitrogen content, DAP tends to have an acidic effect once the nitrification process is complete. In industrial applications, DAP finds utility as a fire retardant in commercial firefighting products. It also serves other purposes, such as a metal finisher, yeast nutrient, and a sugar purifier. Wheat, Rice, Maize, Maize Autumn, Maize Spring, Cotton, Sugarcane, Potato, Citrus, Mango, Mango(Desahri), Mango(Sindhri), Mango-Chaunsa, Mango-Dussehri, Mango-Langra, Mung Bean, Chilli, Garlic, Onion, Okra, Ginger, Tomato, Spring Onion, Cucumber, Mung bean, Mash, Masoor, Chickpea, Brinjal (Eggplant), Sesame, Sunflower, Tobacco, Mustard, Guava, Musk Melon, Water Melon, Orange -Pineapple, Orange -Mosambi, Orange -Salustiana, Orange -Shakri, Orange, Orange -Marsh Early","{""dap"",""Sargodha"",""Swabi""}",FFC,Fertilizers,ACTIVE,2023-11-08 06:40:41,2025-07-30 08:08:11,2023-11-08 06:40:41
9271695048980,9741526401300,Garden Jute Twine,950.00,1,"100m/328ft Heavy-Duty Jute Twine, 2mm x 3-Ply Braided Rope, Versatile String for Crafting, Gardening, Gift Wrapping &amp; Art Projects","{""Gardening Tools"",""Nationwide""}",BaKhabar Kissan,Gardening,ACTIVE,2025-02-02 15:57:06,2025-07-16 11:37:54,2025-02-02 15:57:06
9033131098388,9739592696084,Faucet Quick Connector,600.00,1,Universal Faucet Interface Backflow-Proof Quick Connectors: Enhance Your Garden Watering Experience! Material: Plastic Water Inlet Pipe Specifications: Universal,"{""Gardening Tools"",""Nationwide""}",BaKhabar Kissan,Gardening,ACTIVE,2025-01-31 10:30:21,2025-07-16 11:37:55,2025-01-31 10:30:21
8520578564372,9313803075860,Kamman Super,1300.00,1,"Kamman Super is a highly effective product for the control of Lepidoptera and has knockout capabilities, especially targeting sucking insects. Kamman Super combination of active ingredients THIAMETHOXAM+CHLORANTRANILIPROLE and granular formulation pours like a liquid therefore easy to handle. After feeding on a treated plant or crawling over a treated leaf, the pest is first paralyzed and then quickly dies. With broad spectrum capabilities and extended history of good performance, it is used on multiple crops like rice, sugarcane, maize, etc.","{""Kamman Super"",""Maize"",""rice"",""Sargodha"",""sugarcane"",""THIAMETHOXAM+CHLORANTRANILIPROLE""}",Suncrop Group,Pesticides,ACTIVE,2024-05-08 11:33:59,2025-07-31 00:23:30,2024-05-08 11:33:59
8540298510612,8875258609940,Findus Extra 100gm,1200.00,3,"  Product: HerbicideAcre Dosage: 100 GMTarget weeds:   Narrow &amp; Broadleaves Target Crop: Wheat   Findus Xtra is a broad-spectrum herbicide very effective for the control of grasses, sedges, and broadleaf weeds in wheat. It is a combination herbicide based on Mesosulfuron-methyl and Iodosulfuron-methyl sodium. It is a novel safe sulfonyl urea-based product for the post-emergent application. The excellent quality of grass control by Findus Xtra is founded on its broad control spectrum and its reliable efficacy. Co-infestation with different grass weed species on a field or a farm can be easily managed. Excellent control of resistant Phalaris minor. Crop : Wheat","{""Findus Xtra"",""Mesosulfuron-methyl + Iodosulfuron-methyl sodium"",""Sargodha"",""wheat""}",Suncrop Group,Herbicides,ACTIVE,2023-11-29 10:20:56,2025-07-21 08:40:42,2023-11-29 10:20:56
8554712563988,8583497056532,Green Sulfur 70% 1 KG,750.00,4,"Sulfur is an essential 4th major nutrient, classified as a secondary macronutrient, it is used in the formation of amino acids, protein, oils, and chlorophyll, and activates certain enzymes/vitamins. Plants take up sulfur as Sulphate ion (SO4), G. sulfur (elemental sulfur) when added to the soil, its oxidation starts in the presence of oxygen, moisture &amp; bacteria, and it releases H+ ions, which acidify the soil, minimizing currently applied nitrogen fertilizer losses and make available already present fixed nutrients in the soil, sulfur also conditions &amp; reclaim salt-affected soils, thus increase soil fertility &amp; yield.  Role: 1. Helps in lowering the pH of the soil and thus increases the efficiency of other fertilizers. 2. Enhances the process of photosynthesis and improves the quality of crops for end users. 3. Helps to reclaim salt-affected soils. 4. Acts as antifungal.  Method of Application: Use this product with irrigation or spread it by hand on soil or place it along the plant rows.  Registration Details: Product is registered in Pakistan. SKU: Green Sulfur is available in 1 Kg and 20 Kg bags.","{""Chiniot"",""Green Sulfur 70% 1 KG"",""Jhang"",""Sargodha"",""Sulfur"",""Sulphate ion""}",VAN (Vital Agri Nutrient),Fertilizers,ACTIVE,2023-08-29 09:51:21,2025-07-30 04:10:51,2023-08-29 09:51:16
9209589858580,9859081011476,Organic Vermi Compost Fertilizer - 3KG,100.00,10,"Our Organic Vermi Compost Fertilizer is a natural and organic fertilizer that has been scientifically proven to improve soil health and nutrient content. With high levels of beneficial microorganisms, this fertilizer increases plant growth and enhances crop yields by up to 30%. A safe, efficient, and environmentally friendly choice for all your gardening needs. About Vermi Compost: Vermicompost is an organic manure (biofertilizer) produced as vermi castt by earthworms feeding on biological waste material, plant residues. This compost is an odorless, clean, organic material containing adequate quantities of nitrogen, phosphorous , potassium and several micro nutrients essential for plant growth. By improving the health of the plant and the quality of the soil, it is eco friendly, non toxic and recycled biological product.","{""Gardening Tools"",""Nationwide"",""Organic Vermi Compost Fertilizer - 3KG""}",BaKhabar Kissan,Gardening,ACTIVE,2025-05-20 09:30:46,2025-07-30 07:13:34,2025-05-20 09:44:17
8607291932948,9602169897236,DCP More (1Kg),750.00,1,"Nutritional supplement for Cows, Buffalos, Sheep and Goats Main ingredient: Calcium and phosphorus Indications: 1. To increase milk and meat production2. Use in case of Pica3. Body weakness4. Reproductive issues5. Low egg production6. Use to prevent or cure milk fever Dosage: 1. 80-100g per day for Cows and Buffalos2. 25-30g per day for Sheep and Goats Packing: 1Kg ","{""Anorexia"",""Buner"",""Chiniot"",""DCP More 1Kg"",""Increase milk production"",""Jhang"",""Livestock"",""Mineral mixture"",""Sargodha"",""Swabi""}",Veteran Veterinary PVT LTD,Supplement,ACTIVE,2024-09-26 11:48:49,2025-07-31 04:58:23,2024-09-26 11:48:49
9273826017556,9887798788372,Two-Tone Self Watering Planters - Black/Brown 2pcs,1700.00,1,"This set includes two 4-inch modern plastic mini flower pots in Black and Brown, each paired with a matching tray. Designed with drainage holes, these planters prevent root oxygen deficiency, promoting healthy growth for seedlings and succulents. The self-watering feature ensures consistent moisture levels, reducing maintenance while supporting optimal plant development. Ideal for both beginners and experienced gardeners seeking efficient, space-saving containers.","{""Gardening Tools"",""Nationwide""}",BaKhabar Kissan,Gardening,ACTIVE,2025-06-13 07:40:04,2025-07-31 03:50:09,2025-06-13 08:07:46
7532260098324,,Wheat Seed Dilkash,6500.00,1,,,,,,,,
9088115114260,9826338144532,F1 Hybrid Tomato Imported Seeds,140.00,1,"Elevate your kitchen garden with our Hybrid Tomato Seeds. Cultivated for optimal growth in Pakistan, these premium seeds offer the perfect balance of flavor and nutrition. Experience the luxurious taste of homegrown tomatoes and add a touch of sophistication to your culinary creations. Product Details:  Imported High Quality Hybrid Seeds.  Quantity: 20 Seeds in One Pack.  90% Germination Rate.  Best for Home Kitchen Gardening.  Important Note:  Use Coco-Peat, Potting Mix or Peat Moss for Seeds Germination.  Use NPK 20.20.20 after 30 days of germination. ","{""Gardening Tools"",""Nationwide""}",BaKhabar Kissan,Seeds,ACTIVE,2025-04-13 14:28:06,2025-07-31 00:58:31,2025-04-13 14:30:26
9088115114260,9831520174356,Jalapeno F1 Hybrid Seeds,140.00,1,"Indulge in the finest Jalapeno F1 Hybrid Seeds, perfect for kitchen gardening in Pakistan. These premium quality seeds offer a delectable addition to your homegrown produce, ensuring a touch of sophistication and exclusivity in every bite. Elevate your gardening experience with these luxurious and versatile seeds. Product Details:  Imported High Quality Seeds.  Quantity: 20 Seeds in One Pack.  85% Germination Rate.  Best for Home Kitchen Gardening.  Important Note:   Use Coco-Peat, Potting Mix or Peat Moss for Seeds Germination.  Use NPK 20.20.20 after 30 days of germination. ","{""Gardening Tools"",""Nationwide""}",BaKhabar Kissan,Seeds,ACTIVE,2025-04-18 09:38:57,2025-07-31 11:52:25,2025-04-18 09:41:46
9030220153108,9774124204308,Plant Climbing Net - Green PE Material,800.00,1,"Easy DIY plant holder for climbing plants like ivy, roses, and more 5*15ft size perfect for small to medium-sized gardens and balconies. Durable net material provides sturdy support for your plants. Versatile design can be used for both indoor and outdoor gardening. Ideal for creating a beautiful and lush garden space Garden Plant Climbing Net, DIY Plant Holder, Garden Planting Supplies, Garden Flower Plants Supplies, Garden Balcony Gardening Planting Supplies, Planters &amp; Container Accessories (152.4X457.2cm——167.0x500.0cm)","{""Gardening Tools"",""Nationwide"",""Plant Climbing Net""}",BaKhabar Kissan,Gardening,ACTIVE,2025-02-26 09:48:07,2025-07-30 06:38:22,2025-02-26 09:53:17
7401183609108,,NPEAK,1000.00,2,,,,,,,,
9059396485396,9741528629524,GLOW IN THE DARK Pebbles for Garden & Pots - 100pcs - White,1200.00,2,"100pcs/bag,  Luminous Pebbles: Create a Magical Garden, Landscape, Flower Pot 0.79*0.99cm Material: Resin Color: White","{""Gardening Tools"",""Nationwide""}",BaKhabar Kissan,Gardening,ACTIVE,2025-02-02 16:01:57,2025-07-15 11:56:50,2025-02-02 16:01:57
9215546360084,9842047058196,Test Neem Payment gateway,202.00,14,Testing - please don't use,{},Bakhabar Kissan,,DRAFT,2025-05-02 10:02:03,2025-07-22 11:00:43,
7976883716372,8583496368404,Fusion Potash 25 KG,9000.00,2,"Fusion Potash is a unique combination of evenly distributed four important nutrients, K2O ensures healthy growth, increases yield, quality &amp; resistance against biotic/abiotic stresses, S enhances use efficiency and soil fertility by acidifying and minimizing salts in the soil, Mg improves photosynthesis and transport carbohydrates to growing parts, B ensures strong cell wall formation, good vegetative growth &amp; healthy canes. Role:1. Strengthens roots and stems, and assists in transferring food. 2. Activates plant enzymes to ensure plants use water efficiently. 3. Helps crops withstand stressful conditions. Method of Application:Use this product at sowing time with irrigation or spread it by hand on soil or place it along the plant rows Registration Details:Product is registered in Pakistan.SKU:Fusion potash is available in a 25 Kg bag.   ""Wheat, Rice, Maize, Maize Autumn, Maize Spring, Cotton, Sugarcane, Potato, Citrus, Mango, Mango(Desahri), Mango(Sindhri), Mango-Chaunsa, Mango-Dussehri, Mango-Langra, Mung Bean, Chilli, Garlic, Onion, Okra, Ginger, Tomato, Spring Onion, Cucumber, Mung bean, Mash, Masoor, Chickpea, Brinjal (Eggplant), Sesame, Sunflower, Tobacco, Mustard, Guava, Musk Melon, Water Melon, Orange -Pineapple, Orange -Mosambi, Orange -Salustiana, Orange -Shakri, Orange, Orange -Marsh Early""    ","{""Chiniot"",""Fusion Potash"",""Jhang"",""potash"",""Sargodha""}",VAN (Vital Agri Nutrient),Fertilizers,ACTIVE,2023-08-29 09:51:10,2025-07-30 14:13:24,2023-08-29 09:51:08
8567050928404,,Gurilla 1 L,1100.00,3,,,,,,,,
9343013421332,,Vital potash,8250.00,3,,,,,,,,
8922232389908,9739598102804,"Fruit picker basket, fruit catching tool",1000.00,1,Fruit Picker Head Basket (Pole Not Included) Plastic Fruit Catcher &amp; Picking Tool  Material: Plastic,"{""Gardening Tools"",""Nationwide""}",BaKhabar Kissan,Gardening,ACTIVE,2025-01-31 10:39:53,2025-07-30 03:38:12,2025-01-31 10:39:53
9275227078932,9842054234388,Automatic Plant Watering Device,200.00,10,"Discover the effortless way to keep your plants hydrated with the Automatic Plant Watering Device. This sophisticated tool features an automatic drip irrigation system with green drip heads, ensuring your potted plants, greenhouses, and gardens receive the perfect amount of water. Save time and give your plants the luxury treatment they deserve.","{""Gardening Tools"",""Nationwide""}",BaKhabar Kissan,Gardening,ACTIVE,2025-05-02 10:20:58,2025-07-30 09:59:03,2025-05-02 10:27:11
8722182996244,9741524926740,Hydroponic Grow Cubes - 100 pcs,2000.00,1,"100pcs Rockwool Hydroponic Grow Cubes - High Porosity Planting Medium for Seed Germination and Vegetative Growth, Easy to Cut &amp; Transplant, High Water Retention Gardening Supplies","{""Gardening Tools"",""Nationwide""}",BaKhabar Kissan,Gardening,ACTIVE,2025-02-02 15:53:38,2025-07-16 11:37:54,2025-02-02 15:53:38
9265908744468,9774124204308,Plant Climbing Net - Green PE Material,800.00,1,"Easy DIY plant holder for climbing plants like ivy, roses, and more 5*15ft size perfect for small to medium-sized gardens and balconies. Durable net material provides sturdy support for your plants. Versatile design can be used for both indoor and outdoor gardening. Ideal for creating a beautiful and lush garden space Garden Plant Climbing Net, DIY Plant Holder, Garden Planting Supplies, Garden Flower Plants Supplies, Garden Balcony Gardening Planting Supplies, Planters &amp; Container Accessories (152.4X457.2cm——167.0x500.0cm)","{""Gardening Tools"",""Nationwide"",""Plant Climbing Net""}",BaKhabar Kissan,Gardening,ACTIVE,2025-02-26 09:48:07,2025-07-30 06:38:22,2025-02-26 09:53:17
